0,3,Mascotas,3,Empleado,Número Empleado,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,4,Nombre titular,Nombre titular,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,5,IdPlan,IdPlan,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,6,Plan,Plan,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,7,idCobertura,idCobertura,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,8,Cobertura,Cobertura,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,9,IdDependiente,IdDependiente,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,10,Parentesco,Parentesco,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,11,Nombre,Nombre,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,12,Sexo,Sexo,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,13,Raza,Raza,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,14,Edad,Edad,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,15,Pedigree,Pedigree,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,16,Color Nariz,Color Nariz,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,17,Color Mascota,Color Mascota,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,18,Caracteristicas Mascota,Caracteristicas Mascota,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
0,3,Mascotas,19,Enfermedades,Enfermedades,1,NULL,NULL,NULL,NULL,0,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970,NULL,2026-06-26 21:20:36.970
