10,186,0,2023-05-17 00:00,2024-05-31 00:00,1,2388,"678,680,683,684,685,711,712,713,714,3085,6218",0xEA539254DE4805D4301A6FAEF1DB5A839BB5C2A6F428C60691B6606BBDFA8F52,0,1,COMPLETA,2026-08-21 14:13:33.979,2026-08-21 14:31:45.575,2026-08-21 14:13:33.979,2410,0,Carga completa
9,186,0,2024-05-22 00:00,2025-05-31 00:00,1,3601,"678,680,683,684,685,711,712,713,714,3085,6218",0xEA539254DE4805D4301A6FAEF1DB5A839BB5C2A6F428C60691B6606BBDFA8F52,0,1,COMPLETA,2026-08-21 14:06:04.227,2026-08-21 14:13:33.963,2026-08-21 14:06:04.227,2944,0,Carga completa
8,186,0,2025-05-19 00:00,2026-05-31 00:00,1,3924,"678,680,683,684,685,711,712,713,714,3085,6218",0xEA539254DE4805D4301A6FAEF1DB5A839BB5C2A6F428C60691B6606BBDFA8F52,0,1,COMPLETA,2026-08-21 13:57:10.897,2026-08-21 14:06:04.196,2026-08-21 13:57:10.897,3711,0,Carga completa
4,186,0,2026-05-22 00:00,2026-08-21 23:59,1,4235,"678,680,683,684,685,711,712,713,714,3085,6218",0xEA539254DE4805D4301A6FAEF1DB5A839BB5C2A6F428C60691B6606BBDFA8F52,0,1,COMPLETA,2026-08-21 12:28:53.041,2026-08-21 13:57:10.897,2026-08-21 12:28:53.041,3880,23889,Carga completa
