2026-08-21 02:25:49.358,cobranza_obten_while_iter,contador=751 de 3880
2026-08-21 02:25:49.343,cobranza_obten_while_iter,contador=701 de 3880
2026-08-21 02:25:49.327,cobranza_obten_while_iter,contador=651 de 3880
2026-08-21 02:25:49.296,cobranza_obten_while_iter,contador=601 de 3880
2026-08-21 02:25:49.280,cobranza_obten_while_iter,contador=551 de 3880
2026-08-21 02:25:49.249,cobranza_obten_while_iter,contador=501 de 3880
2026-08-21 02:25:49.233,cobranza_obten_while_iter,contador=451 de 3880
2026-08-21 02:25:49.218,cobranza_obten_while_iter,contador=401 de 3880
2026-08-21 02:25:49.186,cobranza_obten_while_iter,contador=351 de 3880
2026-08-21 02:25:49.186,cobranza_obten_while_iter,contador=301 de 3880
2026-08-21 02:25:49.171,cobranza_obten_while_iter,contador=251 de 3880
2026-08-21 02:25:49.155,cobranza_obten_while_iter,contador=201 de 3880
2026-08-21 02:25:49.139,cobranza_obten_while_iter,contador=151 de 3880
2026-08-21 02:25:49.124,cobranza_obten_while_iter,contador=101 de 3880
2026-08-21 02:25:49.093,cobranza_obten_while_iter,contador=51 de 3880
2026-08-21 02:25:48.999,cobranza_obten_while_iter,contador=1 de 3880
2026-08-21 02:25:48.983,cobranza_obten_while_inicio,total_registros=3880
2026-08-21 02:25:48.983,cobranza_obten_post_insert,filas_tablatemp=3880
2026-08-21 01:52:48.932,cobranza_obten_pre_insert_diag,ec_cobranza=795493 sol_vig=3891 sol_estatus1=3881 sol_tipo1=3891 sol_rango_fecha=3881 join_ec_cobranza=4204 ff_EdoCuenta=579814 ff_EdoCuentaCobranza2=581966 join_ec_cobranza2=4270
2026-08-21 01:52:48.916,cobranza_obten_vigencias_ec,"vigencia_actual=4235 top5_con_datos: v481=5724 v633=5690 v2388=5637 v389=5620 v1998=5571 "
2026-08-21 01:52:42.635,cobranza_obten_post_empleados,filas_empleadotemp=9265
2026-08-21 01:52:41.307,cobranza_obten_pre_empleados,cantidadPagos=1 MesApl=7 AnioApl=2026
2026-08-21 01:52:41.291,cobranza_obten_post_sinc,sincronizacion completada
2026-08-21 01:49:32.291,cobranza_obten_pre_sinc_exec,SOIdEstatus=1 FecIniVig=2026-05-31 00:00:00 FecFinVig=2027-05-31 00:00:00
2026-08-21 01:49:32.291,cobranza_obten_pre_sinc,isCorporativo=0 empresas=1 perfilesV2=11 isTC=0
2026-08-21 01:49:32.213,cobranza_obten_inicio,idEmpresa=186 idSolTipo=1 FecIni=2026-05-22 00:00 FecFin=2026-08-20 23:58 idVencida=1 idVIgencia=4235 perfiles=11
2026-08-21 01:45:25.728,cobranza_obten_pre_insert_diag,ec_cobranza=795493 sol_vig=3891 sol_estatus1=3881 sol_tipo1=3891 sol_rango_fecha=3891 join_ec_cobranza=4204 ff_EdoCuenta=579814 ff_EdoCuentaCobranza2=581966 join_ec_cobranza2=4270
2026-08-21 01:45:25.728,cobranza_obten_vigencias_ec,"vigencia_actual=4235 top5_con_datos: v481=5724 v633=5690 v2388=5637 v389=5620 v1998=5571 "
2026-08-21 01:45:22.103,cobranza_obten_post_empleados,filas_empleadotemp=9265
2026-08-21 01:45:21.306,cobranza_obten_pre_empleados,cantidadPagos=1 MesApl=7 AnioApl=2026
2026-08-21 01:45:21.275,cobranza_obten_post_sinc,sincronizacion completada
2026-08-21 01:42:04.384,cobranza_obten_pre_sinc_exec,SOIdEstatus=1 FecIniVig=2026-05-31 00:00:00 FecFinVig=2027-05-31 00:00:00
2026-08-21 01:42:04.368,cobranza_obten_pre_sinc,isCorporativo=0 empresas=1 perfilesV2=11 isTC=0
