2388,10,2026-08-21 14:13:33.979,2026-08-21 14:31:45.575,1092,2410,0,2410,0,0,"678,680,683,684,685,711,712,713,714,3085,6218",0xEA539254DE4805D4301A6FAEF1DB5A839BB5C2A6F428C60691B6606BBDFA8F52,2023-05-17 00:00,2024-05-31 00:00,1,0,1,Carga completa
3601,9,2026-08-21 14:06:04.227,2026-08-21 14:13:33.963,449,2944,0,2944,0,0,"678,680,683,684,685,711,712,713,714,3085,6218",0xEA539254DE4805D4301A6FAEF1DB5A839BB5C2A6F428C60691B6606BBDFA8F52,2024-05-22 00:00,2025-05-31 00:00,1,0,1,Carga completa
3924,8,2026-08-21 13:57:10.897,2026-08-21 14:06:04.196,534,3711,0,3711,0,0,"678,680,683,684,685,711,712,713,714,3085,6218",0xEA539254DE4805D4301A6FAEF1DB5A839BB5C2A6F428C60691B6606BBDFA8F52,2025-05-19 00:00,2026-05-31 00:00,1,0,1,Carga completa
4235,4,2026-08-21 12:28:53.041,2026-08-21 13:57:10.897,5297,3880,23889,3880,23889,0,"678,680,683,684,685,711,712,713,714,3085,6218",0xEA539254DE4805D4301A6FAEF1DB5A839BB5C2A6F428C60691B6606BBDFA8F52,2026-05-22 00:00,2026-08-21 23:59,1,0,1,Carga completa
